Прайс-лист на 2 сентября 2019 г.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ценовая группа,,,,,,,,,,,,,Прайс-лист,Склад Запорожье основной
Артикул,,,,,"Номенклатура, Упаковка",,,,,,,,грн,
,,,,,,,,,,,,,Включает НДС,
6558LGNRQ,,,,,"Peugeot Partner II (Минивен) заднее салона левое  НЕСТАНДАРТ зеленое (сталинит) 2008- 705*472 (SG), шт",,,,,,,,450.00,2.000
6558LGNRQ,,,,,"Peugeot Partner II (Минивен) заднее салона левое зеленое (сталинит) 2008- 702*544 (SG)  , шт",,,,,,,,450.00,1.000
6558RGNV3RQ,,,,,"Peugeot Partner II (Минивен) заднее салона правое зеленое (сталинит) 2008- 703*473 (SG), шт",,,,,,,,450.00,2.000
6558LGNFD,,,,,"Peugeot Partner II (Минивен) опускное двери левое зеленое (сталинит) 2008-  , шт",,,,,,,,560.00,1.000
6558LGNFD,,,,,"Peugeot Partner II (Минивен) переднее салона левое зеленое (сталинит) 2008- 792*555 (SG), шт",,,,,,,,450.00,1.000
6558LGNMQ,,,,,"Peugeot Partner II (Минивен) цельное левое зеленое (сталинит) 2008- 1500*557 (SG)  , шт",,,,,,,,618.00,2.000
6558RGNMQ,,,,,"Peugeot Partner II (Минивен) цельное правое зеленое (сталинит) 2008- 1500*557 (SG)  , шт",,,,,,,,618.00,1.000
7248AGNBL,,,,,"Renault Clio II  (Хетчбек, Седан) ветровое З/П.Ш.ТЗ (триплекс) 1998-06 (SG), шт",,,,,,,,888.00,1.000
7248LGNH5RV,,,,,"Renault Clio II (Хетчбек, Седан) задней двери неподвиж. левое зеленое (сталинит) 1998-05 , шт",,,,,,,,383.00,1.000
7248RGNH5RV,,,,,"Renault Clio II (Хетчбек, Седан) задней двери неподвиж. правое зеленое (сталинит) 1998-06, шт",,,,,,,,383.00,1.000
7248RGNH5RD,,,,,"Renault Clio II (Хетчбек, Седан) задней двери опускное правое зеленое (сталинит) 1998-06 , шт",,,,,,,,471.00,1.000
7248RGNH5FD,,,,,"Renault Clio II 5D (Хетчбек, Седан)l передней двери опускное правое зеленое (сталинит) 1998-06  , шт",,,,,,,,500.00,1.000
7262AGNGYV,,,,,"Renault Clio III (Хетчбек, Комби)  ветровое З/П.Ш.ТЗ (триплекс) 2005-12, шт",,,,,,,,"1,466.00",2.000
7276AGNBL,,,,,"Renault Duster (Внедорожник)  ветровое З/П.Ш.ТЗ (триплекс) 2007-11 (SG), шт",,,,,,,,959.00,1.000
7276BGNR,,,,,"Renault Duster (Внедорожник) заднее с ЭО зеленое (сталинит) 2010- , шт",,,,,,,,"1,252.00",1.000
7279BGNS,,,,,"Renault Fluence (Седан) заднее с ЭО зеленое (сталинит) 2010-, шт",,,,,,,,"1,295.00",1.000
7246AGNBL,,,,,"Renault Kangoo (Минивен) ветровое З/П.Ш.ТЗ (триплекс) 1996-07 (XYG), шт",,,,,,,,670.00,33.000
7274AGNBLPV,,,,,"Renault Kangoo (Минивен) ветровое З/П.Ш.ТЗ дд (триплекс) 2008- (SG), шт",,,,,,,,"1,169.00",1.000
7274AGNVW,,,,,"Renault Kangoo (Минивен) ветровое(молдинг).Ш.ТЗ (триплекс) 2008- (XYG), шт",,,,,,,,"1,250.00",34.000
7246BGNLU,,,,,"Renault Kangoo (Минивен) заднее без ЭО левое зеленое (сталинит) 1997-08 (SG), шт",,,,,,,,570.00,1.000
7246BGNRU,,,,,"Renault Kangoo (Минивен) заднее без ЭО правое зеленое (сталинит) 1997-08 (SG), шт",,,,,,,,570.00,1.000
7274BGNU,,,,,"Renault Kangoo (Минивен) заднее без ЭО с отв. зеленое (сталинит) 2008- (SG), шт",,,,,,,,646.00,2.000
7246BGNL,,,,,"Renault Kangoo (Минивен) заднее с ЭО левое зеленое (сталинит) 1997-08 (SG), шт",,,,,,,,658.00,1.000
7246LGNRQ,,,,,"Renault Kangoo (Минивен) заднее салона левое зеленое (сталинит) 1997-08 589*548 (SG), шт",,,,,,,,450.00,1.000
7246LGNFQ,,,,,"Renault Kangoo (Минивен) переднее салона левое зеленое (сталинит) 1997-08 671*551 (SG), шт",,,,,,,,450.00,2.000
7246RGNFQ,,,,,"Renault Kangoo (Минивен) переднее салона правое зеленое (сталинит) 1997-08 671*551 (SG), шт",,,,,,,,450.00,4.000
7246RGNFD,,,,,"Renault Kangoo (Минивен) передней двери опускное правое зеленое (сталинит) 1997-08  , шт",,,,,,,,500.00,5.000
7274RGNVLFQ,,,,,"Renault Kangoo II (Минивен) (дл. б.) переднее салона правое зеленое (сталинит) 2008- 739*543 (SG), шт",,,,,,,,450.00,2.000
7274LGNVLRQ,,,,,"Renault Kangoo II (Минивен) (дл.б.) заднее салона левое зеленое (сталинит) 2008- 878*519 (SG), шт",,,,,,,,450.00,2.000
7274RGNVLRQ,,,,,"Renault Kangoo II (Минивен) (дл.б.) заднее салона правое зеленое (сталинит) 2008- 902*511 (SG), шт",,,,,,,,450.00,3.000
7274LGNFQ,,,,,"Renault Kangoo II (Минивен) переднее салона левое зеленое (сталинит) 2008- 707*552 (SG), шт",,,,,,,,450.00,1.000
7274RGNMQ,,,,,"Renault Kangoo II (Минивен) цельное правое НЕСТАНД зеленое (сталинит) 2008- 1431*561 (SG), шт",,,,,,,,630.00,2.000
7304AGNGYP,,,,,"Renault Kaptur (Внедорожник) ветровое З/П.Ш.ТЗ дд (триплекс) 2016-, шт",,,,,,,,"1,698.00",2.000
7304BGNR,,,,,"Renault Kaptur (Внедорожник) заднее с ЭО зеленое ( сталинит) 2016-, шт",,,,,,,,"1,988.00",2.000
7304LGNR5FD,,,,,"Renault Kaptur (Внедорожник) передней двери опускное левое зеленое ( сталинит) 2016-, шт",,,,,,,,683.00,1.000
7304RGNR5FD,,,,,"Renault Kaptur (Внедорожник) передней двери опускное правое зеленое ( сталинит) 2016-, шт",,,,,,,,683.00,1.000
7277AGNGYPV,,,,,"Renault Koleos (Внедорожник) ветровое З/П.Ш.ТЗ дд (триплекс) 2008- , шт",,,,,,,,"1,508.00",1.000
7277BGNR,,,,,"Renault Koleos (Внедорожник) заднее с ЭО зеленое ( сталинит) 2008-, шт",,,,,,,,"1,624.00",1.000
7249AGNV,,,,,"Renault Laguna II (Хетчбек, Комби) ветровое ТЗ (триплекс) 2001-07 (SG), шт",,,,,,,,"1,160.00",2.000
7273AGNBLPV,,,,,"Renault Laguna III (Хетчбек, Комби) ветровое З/П.Ш.ТЗ дд (триплекс) 2007- (SG), шт",,,,,,,,"1,259.00",2.000
7286AGNGYPV,,,,,"Renault Latitude (Седан,Лифтбек) ветровое З/П.Ш.ТЗ дд (триплекс) 2010-, шт",,,,,,,,"1,789.00",2.000
7264LCLE5RQ,,,,,"Renault Logan (Комби) боковина левая бесцветная (сталинит) 2004-12, шт",,,,,,,,450.00,5.000
7264LCLE5RQ,,,,,"Renault Logan (Комби) боковина поворотная с отв. левая бесцветная (сталинит) 2004-12, шт",,,,,,,,550.00,1.000
7264RCLE5RQ,,,,,"Renault Logan (Комби) боковина поворотная с отв. правая бесцветная (сталинит) 2004-12, шт",,,,,,,,550.00,1.000
7264RCLE5RQ,,,,,"Renault Logan (Комби) боковина поворотная с отверстием правая бесцветная (сталинит) 2004-12, шт",,,,,,,,507.00,1.000
7264RCLE5RQ,,,,,"Renault Logan (Комби) боковина правая бесцветная (сталинит) 2004-12, шт",,,,,,,,450.00,6.000
7264BCLERU,,,,,"Renault Logan (Комби) заднее правое без ЭО бесцветное (сталинит) 2004-12, шт",,,,,,,,450.00,3.000
7264LCLE5RD,,,,,"Renault Logan (Комби) задней двери опускное левое бесцветное (сталинит) 2004-12, шт",,,,,,,,450.00,5.000
7264RCLE5RD,,,,,"Renault Logan (Комби) задней двери опускное правое бесцветное (сталинит) 2004-12, шт",,,,,,,,450.00,3.000
7264AGNBL,,,,,"Renault Logan (Седан, Комби,Пикап)  ветровое З/П.Ш.ТЗ (триплекс) 2005-12 (XYG), шт",,,,,,,,850.00,29.000
7264LCLS4FD,,,,,"Renault Logan (Седан, Комби,Пикап) передней двери опускное левое бесцветное (сталинит) 2005-12  , шт",,,,,,,,350.00,9.000
7264RCLS4FD,,,,,"Renault Logan (Седан, Комби,Пикап) передней двери опускное правое бесцветное (сталинит) 2005-12, шт",,,,,,,,350.00,3.000
7264BCLS,,,,,"Renault Logan (Седан) заднее с ЭО бесцветное (сталинит) 2005-12  , шт",,,,,,,,"1,000.00",10.000
7264LCLS4RD,,,,,"Renault Logan (Седан) задней двери опускное левое бесцветное (сталинит) 2005-12  , шт",,,,,,,,350.00,9.000
7264RCLS4RD,,,,,"Renault Logan (Седан) задней двери опускное правое бесцветное (сталинит) 2005-12, шт",,,,,,,,350.00,11.000
7292AGNV,,,,,"Renault Logan II (Седан, Хетчбек, Комби) ветровое ТЗ (триплекс) 2012- (SG), шт",,,,,,,,"1,010.00",3.000
7292RGNS4FD,,,,,"Renault Logan II (Седан, Хетчбек, Комби) передней двери опускное правое зеленое (сталинит) 2012-  , шт",,,,,,,,530.00,3.000
7292BGNS,,,,,"Renault Logan II (Седан) заднее с ЭО зеленое (сталинит) 2012- , шт",,,,,,,,"1,460.00",2.000
7233LGNL2FD,,,,,"Renault Magnum (Грузовик) опускное двери  зеленое (сталинит) 1990- , шт",,,,,,,,496.00,5.000
7281RGNVLRQ,,,,,"Renault Master III (Минивен) (дл. база) бок. заднее №2 правое зел.(сталинит) 2010- (SG) 635*686, шт",,,,,,,,450.00,2.000
7281RGNVLFQ,,,,,"Renault Master III (Минивен) (дл. база) бок. переднее правое зел.(сталинит) 2010-  1423*687 (SG), шт",,,,,,,,650.00,1.000
7281LCLFD ,,,,,"Renault Master III/ Opel Movano (Минивен) переднее опускное левое бесцветное (сталинит) 820*472 (SG), шт",,,,,,,,383.00,1.000
7281RCLFD ,,,,,"Renault Master III/ Opel Movano (Минивен) переднее опускное прав бесцветное (сталинит) 820*472 (SG), шт",,,,,,,,383.00,1.000
7281LGNRQ,,,,,"Renault Master боковое заднее левое зеленое (сталинит) 2010- 638*688, шт",,,,,,,,550.00,1.000
7281RGNRQ,,,,,"Renault Master боковое заднее правое зеленое (сталинит) 2010- 638*688, шт",,,,,,,,550.00,1.000
7281LGNMQ,,,,,"Renault Master боковое среднее левое зеленое (сталинит) 2010- 1081*688, шт",,,,,,,,650.00,2.000
7281RGNMQ,,,,,"Renault Master боковое среднее правое зеленое (сталинит) 2010- 1081*688, шт",,,,,,,,650.00,4.000
7239LGNS4RD,,,,,"Renault Megane I (Седан, Хетчбек, Комби) задней двери опускное левое зеленое (сталинит) 1996-02  , шт",,,,,,,,471.00,1.000
7239LGNS4FD,,,,,"Renault Megane I (Седан, Хетчбек, Комби) передней двери опускное левое зеленое (сталинит) 1996-02  , шт",,,,,,,,500.00,1.000
7260BGNEW,,,,,"Renault Megane II (Комби) заднее с ЭО фикс. зеленое (сталинит) 2003-08  , шт",,,,,,,,"1,438.00",2.000
7260LGNH5FD,,,,,"Renault Megane II (Седан, Хетчбек, Комби) передней двери опускное левое зеленое (сталинит) 2002-08 , шт",,,,,,,,530.00,1.000
7260BGNS,,,,,"Renault Megane II (Седан) заднее с ЭО зеленое (сталинит) 2002-08  , шт",,,,,,,,"1,149.00",2.000
7279BGNH,,,,,"Renault Megane III (Хетчбек) заднее с ЭО зеленое ( сталинит) 2008-16, шт",,,,,,,,"1,726.00",3.000
7242AGNCL,,,,,"Renault Premium (Грузовик)  ветровое З/П (триплекс) 1996- (ОР), шт",,,,,,,,"1,693.00",1.000
7242AGNBL,,,,,"Renault Premium (Грузовик) ветровое З/П.Ш.ТЗ (триплекс) 1996- (SG), шт",,,,,,,,"1,668.00",1.000
7242LGNL2FD,,,,,"Renault Premium (Грузовик) опускное двери левое зеленое (сталинит) 1996-  , шт",,,,,,,,471.00,2.000
7242RGNL2FD,,,,,"Renault Premium (Грузовик) опускное двери правое зеленое (сталинит) 1996-  , шт",,,,,,,,471.00,4.000
7276BGNH,,,,,"Renault Sandero (Хетчбек) заднее с ЭО зеленое (сталинит) 2008- , шт",,,,,,,,"1,438.00",1.000
7245LGNV5RD,,,,,"Renault Scenic (Минивен) задней двери опускное левое зеленое (сталинит) 1996-03  , шт",,,,,,,,500.00,1.000
7245RGNV5RD,,,,,"Renault Scenic (Минивен) задней двери опускное правое зеленое (сталинит) 1996-03  , шт",,,,,,,,500.00,1.000
7245LGNV5FD,,,,,"Renault Scenic I (Минивен) передней двери опускное левое зеленое (сталинит) 1996-03  , шт",,,,,,,,500.00,1.000
7245RGNV5FD,,,,,"Renault Scenic I (Минивен) передней двери опускное правое зеленое (сталинит) 1996-03  , шт",,,,,,,,500.00,1.000
7257LGNV5RD,,,,,"Renault Scenic II (Минивен) задней двери опускное левое зеленое (сталинит) 2003-  , шт",,,,,,,,500.00,1.000
7257RGNV5RD,,,,,"Renault Scenic II (Минивен) задней двери опускное правое зеленое (сталинит) 2003-  , шт",,,,,,,,500.00,1.000
7257LGNV5FD,,,,,"Renault Scenic II (Минивен) передней двери опускное левое зеленое (сталинит) 2003-  , шт",,,,,,,,471.00,1.000
7257LGNV5FD,,,,,"Renault Scenic II (Минивен) передней двери опускное правое зеленое (сталинит) 2003-  , шт",,,,,,,,471.00,1.000
7280BGNV,,,,,"Renault Scenic III (Минивен) заднее с ЭО зеленое (сталинит) 2009- , шт",,,,,,,,"1,589.00",1.000
7282AGNBL,,,,,"Renault Symbol II (Седан) ветровое З/П.Ш.ТЗ (триплекс) 2008-12 , шт",,,,,,,,"1,154.00",1.000
7296RGNVLRQ ,,,,,"Renault Trafic (Минивен) (дл. б) задний салон правое зеленое (сталинит) 2014- 1317*579 (SG), шт",,,,,,,,566.00,1.000
7252LGNVSRQ,,,,,"Renault Trafic (Минивен) (кор. б.) заднее салона левое зеленое (сталинит) 2001-13 922*664 (SG), шт",,,,,,,,450.00,1.000
7252RGNVSRQ,,,,,"Renault Trafic (Минивен) (кор. б.) заднее салона правое зеленое (сталинит) 2001-13 919*605 (SG), шт",,,,,,,,600.00,2.000
7296RGNVSRQ ,,,,,"Renault Trafic (Минивен) (кор. б) задний салон правое зеленое (сталинит) 2014- 921*577 (SG), шт",,,,,,,,450.00,1.000
7296LGNVSRQ ,,,,,"Renault Trafic (Минивен) (кор.б) задний салон левое зеленое (сталинит) 2014- 921*577 (SG), шт",,,,,,,,450.00,1.000
7296LGNFQ ,,,,,"Renault Trafic (Минивен) переднее салона левое зеленое (сталинит) 2014- 1162*596 (SG), шт",,,,,,,,550.00,1.000
7252RGNFQ,,,,,"Renault Trafic (Минивен) переднее салона правое зеленое (сталинит) 2001-13 1193*664 (SG), шт",,,,,,,,589.00,4.000
7252LGNFV,,,,,"Renault Trafic II (X83) (Минивен) передняя форточка левая зеленая (сталинит) 2001-13 (FU), шт",,,,,,,,350.00,1.000
7252LGNVLRQ,,,,,"Renault Trafic II (Минивен) (дл. б.) заднее салона левое зеленое (сталинит) 2001-13 1323*664 (SG), шт",,,,,,,,656.00,3.000
7252LGNVLRQ,,,,,"Renault Trafic II (Минивен) (дл. б.) заднее салона левое НЕСТ зеленое (сталинит) 2001-13 (SG), шт",,,,,,,,650.00,3.000
